,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
157,278,424,13,1891,238,603,11,629,550,2493,155,1892,77,274,85,73,857,769,122,1422,38,12,14,680,120,862,194,489,289,129,27205,10193,197,510,121,808,105,500,453,275
158,278,238,550,11,680,1891,424,2493,603,85,629,274,769,77,289,500,857,155,28,122,1892,73,13,194,14,1422,567,947,510,600,279,78,27205,38,107,637,275,497,120,16869
159,531,278,532,530,11,77,1892,1891,85,550,13,629,680,238,424,2493,194,603,120,453,567,78,28,274,275,500,862,155,121,510,9277,808,105,857,89,489,745,1422,14,122
160,278,424,238,550,13,629,274,603,680,275,11,1891,769,2493,77,289,197,500,857,73,85,1892,510,155,28,122,38,194,14,497,63,27205,1422,120,489,807,567,279,568,600
161,278,680,603,857,550,274,238,13,1891,424,2493,11,85,629,77,120,2118,2649,280,807,14,197,769,122,78,745,38,500,121,808,862,1422,497,453,1892,218,12,489,578,63
162,278,85,603,1891,11,238,550,2493,680,274,857,1892,13,629,424,197,122,500,77,769,280,155,679,120,78,105,73,28,14,600,121,27205,107,289,98,1422,194,562,429,218
163,278,603,238,680,550,85,11,1891,2493,274,629,122,155,424,13,289,857,77,769,1892,120,1422,121,73,194,500,14,27205,105,38,510,28,107,129,197,600,78,497,275,807
164,278,238,550,680,1891,424,603,629,2493,11,1422,77,274,155,769,73,85,194,122,13,857,1892,38,500,289,120,16869,28,129,510,14,107,279,27205,600,101,497,567,429,637
165,278,238,550,1891,603,11,424,85,629,2493,680,155,77,122,1892,769,274,13,73,1422,857,120,289,107,28,194,500,129,121,510,38,27205,14,600,16869,101,279,532,497,567
166,238,278,680,550,424,1891,289,769,500,28,274,629,11,510,14,275,279,77,37247,2493,78,567,16869,429,1422,603,194,85,13,73,103,122,213,155,38,600,598,1892,857,101
167,278,238,424,603,1891,13,550,629,11,2493,155,274,85,73,122,77,769,680,1892,857,194,1422,120,289,38,129,27205,121,497,14,12,453,600,107,808,500,489,105,279,637
168,278,238,424,13,629,274,550,603,1891,11,2493,197,857,73,1892,85,769,77,680,155,289,510,5503,500,194,122,63,1422,38,497,120,279,280,600,489,28,27205,568,14,275
169,278,238,680,550,11,1891,2493,424,274,603,85,769,510,28,629,500,77,289,275,78,1892,155,857,13,73,14,279,807,947,194,1422,122,120,600,567,38,63,37247,429,792
170,278,238,424,274,550,1891,603,680,11,629,85,2493,1892,857,13,77,122,769,500,155,120,105,73,14,807,289,27205,194,28,745,510,38,121,78,497,197,567,275,1422,280
171,278,424,238,13,274,11,197,603,550,1891,629,2493,85,857,1892,680,5503,77,122,73,155,194,568,289,769,280,120,862,63,275,27205,500,637,581,38,8587,121,14,807,1422
172,278,238,424,11,1891,13,629,274,2493,603,550,197,85,857,1892,680,769,77,73,155,5503,194,500,289,63,1422,280,122,28,14,510,600,862,78,38,279,568,27205,105,120
173,10647,11,278,13,155,274,808,14,1891,585,672,550,197,862,857,1359,38,863,9806,137,603,629,238,141,393,510,85,453,289,745,9479,114,36557,22,12,19913,153,3131,62,24
174,278,238,550,424,274,603,629,197,13,11,2493,857,1891,680,85,73,77,122,155,769,1892,500,63,807,510,194,275,120,497,38,5503,1422,289,600,280,101,27205,28,14,489
175,278,238,550,424,1891,680,155,629,603,2493,769,11,274,1422,13,289,85,73,77,1892,194,38,857,27205,567,500,28,122,510,16869,129,14,107,497,429,600,279,37247,101,120
176,278,238,550,424,603,629,680,1891,274,2493,77,11,194,13,769,73,85,155,122,857,510,1422,289,38,500,120,14,1892,28,27205,497,16869,197,598,279,600,129,121,78,107
177,278,238,550,424,11,274,603,2493,1891,629,197,13,857,85,680,769,77,73,500,1892,194,155,289,28,122,510,275,600,1422,63,5503,78,38,280,497,279,807,120,14,637
178,278,680,550,238,11,603,1891,85,769,2493,629,274,122,120,155,28,424,1892,77,289,73,500,13,857,121,275,1422,510,14,807,194,105,27205,497,78,16869,600,38,280,129
179,278,238,424,13,1891,11,274,550,629,603,2493,85,197,857,73,769,1892,680,77,5503,500,194,155,63,289,14,122,510,28,600,1422,280,38,862,120,497,275,807,78,808
180,278,238,550,680,424,1891,603,629,11,2493,77,274,289,769,85,500,73,155,194,13,1422,122,28,14,857,38,600,510,1892,947,567,129,279,78,101,429,27205,120,16869,37247
181,278,238,11,1891,85,603,550,680,2493,274,197,424,857,629,500,13,77,1892,78,679,769,280,578,122,600,28,289,14,155,120,429,63,275,348,1669,105,694,121,73,194
182,278,550,77,155,603,27205,680,1891,13,1422,122,238,120,1892,11,38,157336,629,10681,424,274,807,16869,857,121,497,73,49026,85,769,45269,129,14,500,14160,118340,98,105,272,24
183,278,13,1891,238,550,603,629,274,680,11,155,77,122,424,85,120,121,453,73,1422,1892,2493,857,14,38,194,769,808,641,129,101,812,197,500,141,8587,12,105,27205,497
184,278,238,1891,85,11,2493,603,274,550,424,680,629,769,289,13,1892,857,155,77,28,500,120,122,73,78,194,510,280,600,1422,14,567,121,197,129,947,27205,279,497,679
185,278,680,238,550,603,629,1891,77,424,274,11,122,2493,155,769,14,194,500,73,85,1422,120,38,1892,857,289,13,510,78,129,429,28,600,101,16869,694,121,807,27205,279
186,278,13,424,238,1891,680,629,567,11,274,289,14,550,85,603,2493,769,275,857,510,1892,77,28,433,73,120,500,279,122,872,194,105,38,155,78,197,37247,745,121,63
187,278,550,238,155,424,603,13,629,680,122,1891,1422,85,73,274,77,120,11,27205,2493,857,769,1892,121,497,38,194,510,14,16869,107,600,500,289,28,489,105,129,98,807
188,278,550,238,680,424,629,603,194,13,77,38,155,1891,73,274,1422,769,510,122,129,2493,27205,1892,857,11,101,16869,598,120,500,14,85,497,489,694,600,807,121,275,63
189,278,424,550,238,629,680,274,603,11,275,1891,13,77,2493,769,500,197,85,28,14,857,289,510,194,155,38,807,1892,63,73,122,101,862,1422,78,120,27205,280,600,497
190,278,238,424,13,603,550,629,274,11,197,1891,2493,857,680,73,85,77,769,1892,122,500,155,63,194,5503,275,510,14,807,289,38,489,28,568,120,1422,497,600,280,101
191,278,238,550,424,680,11,1891,603,629,274,2493,289,510,769,13,155,85,122,73,28,857,1892,194,77,38,129,120,500,1422,14,275,497,78,279,567,121,27205,600,213,637
192,278,603,680,11,1891,550,238,424,13,857,274,500,85,600,122,792,14,2493,629,120,1892,782,121,78,769,807,77,28,73,155,197,101,280,616,63,275,348,137,679,289
193,278,238,680,550,11,1891,424,2493,603,274,769,629,85,500,289,77,857,28,13,73,567,122,1892,155,14,275,510,1422,947,194,600,279,78,38,120,497,27205,807,107,429
194,278,603,238,1891,550,424,11,274,13,85,629,2493,680,155,1892,122,77,857,1422,27205,197,769,73,120,38,500,14,497,107,194,105,807,280,289,600,8587,101,28,5503,63
195,278,680,603,238,550,424,1891,274,629,510,11,2493,78,85,77,13,500,857,769,122,73,28,155,289,14,1892,197,600,1422,280,194,38,101,497,63,27205,120,275,694,807
196,278,238,550,680,2493,603,424,629,1891,11,289,274,85,769,77,500,13,155,28,73,14,857,122,194,1422,510,279,497,1892,38,567,947,600,27205,275,637,78,826,429,129
197,278,238,550,680,424,289,629,11,2493,1891,274,603,77,769,85,947,28,500,155,14,857,13,122,510,1422,73,194,279,275,826,567,38,1892,37247,78,600,27205,497,120,637
198,278,550,238,1891,680,603,629,424,11,155,2493,769,85,13,73,77,274,1422,194,122,857,1892,38,500,289,129,28,27205,120,14,510,107,16869,497,101,279,600,121,429,489
199,278,238,11,1891,2493,550,603,85,424,680,629,769,13,274,1892,77,857,289,14,500,28,73,155,122,105,194,1422,78,510,63,120,279,197,275,637,280,600,38,497,567
200,278,238,550,11,1891,680,2493,85,603,289,424,274,629,28,500,769,77,947,78,857,194,13,122,155,14,510,1892,73,567,279,429,600,275,197,1422,120,280,38,679,37247
201,278,238,550,603,680,122,629,1891,424,13,11,155,85,274,77,1892,73,2493,857,120,121,197,769,1422,107,500,27205,101,489,63,38,194,16869,98,600,497,14,510,129,289
202,278,550,680,238,424,629,274,603,77,73,155,1891,1422,13,16869,122,38,769,194,11,500,2493,14,857,807,101,600,27205,120,1892,85,510,497,598,28,107,129,694,63,121
203,278,11,13,238,1891,550,629,603,680,155,424,122,1892,85,769,2493,120,27205,16869,857,73,77,274,1422,121,38,129,14,105,510,500,489,600,194,10681,275,673,107,289,101
204,278,275,424,11,274,238,680,1891,629,862,550,769,2493,13,85,28,1892,289,77,603,500,687,14,63,197,857,807,510,280,78,194,120,567,155,38,5503,348,745,637,121
205,680,550,278,14,238,73,603,629,424,77,274,38,769,13,1891,500,807,11,85,122,857,120,510,2493,101,1892,497,194,155,641,197,1422,275,28,16869,600,745,63,24,280
206,278,603,238,11,550,1891,274,85,857,424,2493,629,680,13,122,1892,197,77,155,769,289,500,27205,14,120,194,679,1422,73,600,807,105,280,497,78,28,38,63,275,121
207,278,238,550,603,680,629,122,85,274,424,13,155,1891,2493,77,857,1422,11,27205,769,73,120,497,1892,510,38,194,107,289,16869,14,500,807,28,121,600,101,489,105,637
208,278,603,11,550,1892,1891,155,238,13,85,629,105,122,274,2493,77,680,769,424,1422,857,27205,120,10681,73,121,38,497,14,107,16869,453,118340,510,129,12,489,500,289,807
209,278,550,238,680,603,155,629,1891,11,424,77,274,85,122,1422,2493,73,1892,769,13,27205,857,510,500,107,807,38,289,14,497,194,16869,120,28,101,600,489,121,129,105
210,278,550,238,680,603,1891,424,155,629,1422,85,11,769,274,1892,77,13,122,38,73,2493,857,500,27205,16869,510,497,107,120,28,807,14,129,600,10681,101,194,289,694,105
211,278,238,155,550,603,680,1891,85,11,274,629,122,77,424,13,1892,857,2493,120,1422,769,73,27205,289,510,107,38,121,280,14,808,194,105,500,489,16869,600,567,101,28
212,424,4584,275,274,278,862,13,687,197,5503,63,114,1892,11,280,581,603,629,524,680,812,85,10020,568,62,329,77,12,1645,8587,857,289,1891,2118,120,433,567,101,194,279
213,278,238,550,680,424,629,1891,2493,11,603,289,274,769,155,28,85,77,279,194,122,14,13,1422,510,73,500,38,857,37247,1892,275,120,947,497,27205,567,637,78,600,16869
214,278,238,85,1891,11,274,424,550,289,14,2493,629,680,13,603,769,77,1892,28,155,510,120,857,194,500,279,567,122,1422,2118,73,275,78,280,197,862,121,37247,105,600
215,278,238,11,1891,85,603,680,550,2493,274,424,629,289,857,77,769,1892,28,500,155,13,122,78,947,14,73,510,194,567,1422,120,27205,280,600,279,105,275,37247,497,38
216,238,85,278,680,11,1891,274,603,550,289,2493,629,857,769,14,424,28,120,13,122,121,826,500,510,1892,78,275,105,280,155,600,426,567,279,947,77,348,89,2118,73
217,278,238,550,680,603,1891,629,424,11,155,2493,77,274,1422,85,769,73,13,122,857,1892,289,194,38,500,14,16869,129,27205,510,28,107,120,600,101,279,567,429,37247,497
218,278,238,550,1891,424,629,11,603,2493,680,155,85,769,73,13,77,274,1422,289,1892,122,857,510,28,194,500,107,129,38,14,120,27205,16869,600,497,279,121,947,429,275
219,278,238,680,550,424,1891,629,2493,11,274,289,769,603,510,77,500,194,85,14,28,279,78,73,13,275,857,567,1422,155,37247,38,600,947,122,1892,103,120,694,429,129
220,278,238,550,680,603,1891,629,424,274,77,1422,2493,769,85,155,13,11,73,500,194,122,38,857,27205,16869,510,1892,28,14,289,497,807,107,101,600,129,694,120,567,637
221,278,238,550,603,680,629,424,1891,155,2493,13,274,11,77,73,1422,194,769,85,122,857,1892,289,38,510,500,120,28,129,16869,14,27205,600,497,121,279,107,101,429,37247
222,278,238,424,2493,11,1891,603,13,550,85,629,680,274,769,289,105,857,1892,510,77,155,275,28,500,14,73,235,194,1422,137,78,280,63,489,567,600,122,38,120,197
223,278,238,11,680,1891,2493,85,550,274,603,629,424,769,578,13,1892,14,77,289,857,120,280,500,235,28,78,510,197,275,155,73,105,122,63,679,694,600,194,1422,279
224,278,238,550,1891,680,603,11,424,629,2493,85,769,73,13,155,1422,274,77,194,122,1892,500,857,289,38,600,14,16869,129,28,120,27205,107,510,497,279,567,429,101,121
225,278,238,550,603,424,680,629,1891,13,274,11,155,769,77,1422,857,1892,122,73,2493,85,27205,38,500,510,289,497,194,16869,807,120,197,28,101,14,600,63,107,275,105
226,278,603,680,238,550,11,629,1891,274,2493,424,155,1892,85,122,13,857,77,769,510,289,78,1422,28,73,497,275,500,14,27205,120,280,38,600,105,807,129,63,121,194
227,278,424,238,274,13,550,629,603,11,2493,1891,680,197,857,73,769,85,77,155,289,1892,500,510,194,122,38,1422,497,28,5503,280,279,600,27205,862,637,14,275,63,120
228,278,238,550,603,680,1891,2493,424,629,13,85,77,274,11,73,155,769,857,122,1892,1422,120,38,194,500,107,497,14,600,129,101,27205,28,121,12,510,63,807,197,105
229,278,238,680,603,550,274,85,1891,11,2493,629,155,424,769,122,857,77,1892,13,500,73,289,510,28,497,1422,280,78,120,600,14,679,27205,194,16869,197,807,105,38,107
230,278,238,550,603,424,680,1891,155,629,73,13,77,85,1422,11,2493,274,769,1892,122,857,27205,38,16869,194,500,129,497,289,107,120,101,510,600,14,429,489,121,105,28
231,278,238,550,680,424,603,629,155,1891,1422,274,77,73,769,38,13,122,2493,11,194,16869,1892,857,85,27205,510,497,120,289,14,129,500,101,637,807,28,107,600,37247,121
232,278,11,603,1891,238,85,2493,274,550,680,629,1892,424,13,77,769,857,155,122,289,120,73,1422,500,808,28,194,14,280,27205,105,600,78,510,121,129,38,107,279,197
233,278,424,238,13,11,629,603,2493,550,1891,274,197,85,857,1892,769,680,73,77,194,155,289,500,122,5503,1422,63,275,28,38,510,497,280,600,14,120,27205,637,568,279
234,680,14,278,550,238,1891,11,85,578,603,274,629,769,500,77,857,424,2493,13,510,9552,807,1892,679,289,28,280,197,275,78,745,694,73,120,122,218,194,600,38,235
235,278,680,550,238,424,603,629,155,510,77,13,38,1891,274,1422,63,73,769,14,11,122,857,2493,1892,27205,807,101,500,194,85,275,289,497,28,120,197,600,129,121,16869
236,238,278,680,274,424,11,550,1891,629,510,603,857,85,13,769,77,78,807,500,275,289,1892,2493,600,14,73,28,280,197,155,38,567,120,103,63,694,279,122,101,679
237,278,238,550,680,1891,603,11,629,85,2493,155,424,769,274,77,73,122,1422,13,1892,857,500,194,28,289,14,120,107,16869,600,38,27205,510,129,101,121,429,497,279,947
238,278,424,13,238,11,1891,603,197,629,550,274,2493,85,857,1892,73,77,769,155,680,289,5503,194,862,122,500,14,1422,38,27205,63,280,489,510,568,120,600,275,105,121
239,278,238,680,550,424,603,629,274,38,1891,77,510,1422,73,155,11,769,13,637,194,14,807,2493,27205,857,122,500,16869,1892,289,497,101,275,85,28,63,600,120,598,129
240,278,238,550,274,424,629,680,603,11,2493,13,197,1891,77,769,857,85,73,807,500,63,510,155,1892,28,275,122,78,194,1422,38,120,600,101,14,497,103,280,289,5503
241,278,274,13,1891,424,280,11,197,680,85,603,2493,5503,629,238,862,1892,857,275,10020,550,329,8587,568,581,63,769,812,687,808,105,218,122,679,78,120,745,89,562,155
242,278,238,603,11,550,1891,2493,85,274,680,857,424,629,769,13,122,500,1892,77,197,78,679,155,600,28,73,289,280,120,194,105,275,14,107,1422,792,27205,497,510,807
243,278,11,1892,1891,85,531,808,532,862,863,603,13,120,629,274,77,238,424,2493,121,585,550,680,155,22,530,857,105,329,12,745,510,78,122,89,275,63,14,769,500
244,278,550,680,238,603,1891,11,424,77,629,155,122,274,1892,13,1422,85,2493,73,769,38,129,120,194,16869,27205,857,14,121,510,107,500,600,101,10681,28,429,694,78,289
245,278,550,238,680,603,629,424,1891,155,2493,11,769,13,274,85,1422,77,73,122,38,1892,857,289,510,500,194,28,27205,16869,14,497,120,107,279,129,101,567,429,600,694
246,278,603,550,11,1891,680,85,238,1892,155,629,13,2493,122,274,857,105,1422,769,77,120,424,27205,121,10681,73,38,14,497,107,129,500,510,28,807,289,14160,89,280,600
247,278,238,550,680,1891,603,424,629,11,1422,155,77,769,274,85,2493,73,13,1892,122,857,500,38,16869,27205,289,510,429,14,101,28,107,497,600,194,120,567,807,129,279
248,278,424,680,550,13,238,603,629,274,1891,2493,207,77,11,289,155,73,1892,857,122,85,14,120,489,769,38,510,197,497,12,500,121,808,275,63,194,27205,101,862,807
249,278,238,550,424,680,274,2493,629,603,500,28,769,1891,11,77,857,13,85,73,510,275,155,807,194,289,122,38,1422,14,497,101,279,37247,120,78,600,197,567,1892,63
250,278,862,12,13,603,1891,550,155,11,1892,77,274,424,38,680,238,27205,122,629,85,120,10193,1422,9806,121,857,808,14,105,2493,45269,2062,769,10681,585,489,275,14160,129,194
251,278,680,275,194,550,424,238,637,274,279,14,629,1891,77,11,28,38,603,598,769,2493,120,13,1892,510,500,289,807,78,73,155,37247,1422,857,122,129,1417,121,85,101
252,278,550,238,603,680,629,424,1891,77,1422,274,2493,13,73,11,155,857,122,769,85,194,38,1892,500,27205,16869,107,101,510,14,120,289,600,28,497,807,129,694,279,63
253,278,238,1891,11,680,424,274,550,13,629,85,857,1892,603,2493,197,769,14,100,280,500,155,77,1422,812,5503,8587,120,73,122,329,10020,63,807,121,101,348,38,679,194
254,278,603,550,238,680,1891,11,274,629,424,1892,77,13,155,38,85,73,2493,122,1422,857,769,27205,105,101,16869,500,194,14,120,807,510,497,129,453,107,10681,289,600,694
255,278,603,680,122,550,121,120,77,155,629,11,1891,13,238,1892,85,14,105,274,857,424,807,769,194,453,38,27205,640,1422,500,73,197,63,2493,808,348,524,600,275,129
256,278,550,238,603,680,424,13,2493,629,497,1891,155,38,11,769,73,77,1422,274,857,27205,122,194,14,10681,453,1892,500,510,807,85,120,489,129,101,275,640,121,12,63
257,278,680,603,238,550,77,1891,11,63,13,629,38,1892,274,808,194,14,424,2493,120,73,122,155,85,769,857,153,129,275,1422,12,500,453,121,862,807,101,510,105,600
258,680,278,238,550,629,424,274,77,500,14,194,1891,769,603,275,38,1422,73,28,2493,11,510,289,155,567,122,103,129,78,120,37247,13,101,24,279,807,598,16869,600,694
259,278,550,238,680,603,629,424,155,13,1891,77,274,1422,73,769,2493,38,11,500,14,122,857,85,1892,510,27205,497,194,16869,807,101,289,600,28,63,120,429,197,107,275
260,278,238,424,680,550,629,11,274,603,275,2493,1891,769,28,13,289,510,500,155,1892,77,857,85,14,73,122,497,78,807,197,279,38,120,194,1422,103,63,280,600,37247
261,278,238,424,550,629,603,1891,274,77,11,680,2493,13,155,122,289,73,769,1892,194,85,857,1422,120,38,14,279,637,500,27205,28,129,510,567,121,600,429,101,497,275
262,278,424,238,11,1891,274,13,629,2493,603,85,550,1892,680,155,769,857,122,77,120,73,121,289,197,194,105,1422,129,500,862,38,453,14,27205,28,510,497,279,826,280
263,278,238,603,11,85,1891,550,2493,274,680,424,629,13,857,769,289,77,1892,155,122,500,28,194,78,73,600,197,120,947,279,510,497,105,1422,567,14,27205,280,807,63
264,278,238,550,680,1891,603,11,2493,85,424,274,629,769,500,77,28,289,857,78,13,194,155,73,122,1892,947,14,275,1422,510,197,600,792,120,567,679,38,497,27205,280
265,278,603,238,1891,550,11,85,274,2493,680,629,424,1892,857,13,122,77,769,500,155,197,14,107,289,73,105,120,78,280,194,679,28,1422,27205,510,600,807,567,121,497
266,278,680,238,550,629,1891,603,424,274,11,769,14,2493,85,28,77,500,289,857,510,155,122,13,78,73,38,275,194,429,1422,1892,120,807,279,197,63,280,37247,497,27205
267,278,11,680,862,1891,274,550,629,238,603,424,77,63,1892,13,85,2493,275,197,807,769,857,122,627,155,280,38,194,120,14,73,637,28,745,500,78,510,101,1422,5503
268,278,424,275,274,11,238,862,1891,13,629,680,550,687,2493,85,289,769,1892,603,77,14,197,28,857,280,510,567,500,120,5503,38,121,807,155,194,63,637,745,122,562
269,680,278,550,603,238,1891,11,274,85,77,1892,2493,63,629,769,13,679,500,424,807,348,280,275,857,197,73,14,28,78,600,120,101,1422,89,155,808,694,122,38,105
270,278,603,550,680,238,13,1891,155,424,274,122,629,497,1892,857,27205,11,85,77,1422,38,73,769,197,807,2493,510,280,120,10681,500,121,14,105,107,600,63,101,489,14160
271,278,238,424,274,11,1891,629,2493,550,13,603,197,85,680,769,857,77,73,1892,289,500,5503,155,280,194,28,862,78,275,279,510,14,120,600,122,1422,567,103,63,38
272,278,238,550,680,424,1891,603,629,769,77,2493,155,11,274,73,1422,13,85,500,38,194,857,122,16869,1892,289,14,28,27205,510,129,279,101,600,429,37247,497,120,107,567
273,278,238,680,550,424,289,1891,2493,629,274,11,603,77,769,85,28,500,567,155,194,510,73,947,122,857,1422,14,13,78,279,1892,37247,275,600,120,38,637,129,826,429
274,278,11,1891,603,238,13,424,2493,629,1892,85,550,274,857,769,105,680,155,289,77,197,122,73,500,14,28,120,280,568,1422,5503,510,275,27205,8587,78,121,194,38,279
275,11,278,1891,603,1892,2493,238,629,85,862,274,550,680,155,13,857,424,122,280,275,120,510,769,77,289,14,121,105,89,807,745,562,28,137,73,197,500,808,27205,12
276,278,424,238,550,680,629,274,603,13,77,155,857,11,2493,1891,510,197,500,289,275,122,14,73,769,1892,38,85,63,27205,497,807,28,194,120,101,1422,637,280,78,600
277,278,238,550,680,603,1891,424,629,155,85,11,274,77,769,1422,1892,122,13,2493,73,510,857,500,27205,38,16869,28,289,120,497,600,14,807,121,101,107,429,194,78,694
278,278,238,629,424,550,155,1891,680,769,1422,13,603,11,274,2493,77,73,194,85,1892,38,14,27205,122,289,129,857,16869,120,12,510,500,489,105,453,121,497,107,275,10681
279,278,680,550,238,14,73,629,603,424,13,38,1891,769,122,11,274,155,194,77,85,500,1422,120,857,807,773,2493,510,497,101,1892,121,16869,275,641,12,745,673,98,107
280,278,238,550,680,1891,424,629,603,11,155,77,769,2493,274,73,85,1422,500,13,857,122,1892,194,289,14,28,27205,38,510,16869,497,600,567,429,129,279,101,120,107,37247
281,278,424,238,550,603,13,2493,197,11,629,274,1891,857,680,85,289,77,275,155,769,122,73,1892,500,489,28,194,38,280,510,14,1422,807,568,279,5503,120,63,862,101
282,278,238,11,1891,197,424,274,603,550,13,85,2493,629,857,1892,680,73,5503,769,122,77,194,280,500,155,1422,63,600,120,14,289,78,679,510,28,808,862,279,121,105
283,238,680,278,274,550,424,629,289,103,37247,769,510,1891,11,28,2493,567,500,275,426,85,14,603,77,857,78,13,279,155,807,73,197,194,38,539,1422,600,1892,101,489
284,278,550,680,238,603,629,424,1891,77,73,13,274,194,122,2493,155,1422,11,38,85,769,857,1892,500,107,101,14,510,16869,120,27205,289,497,129,600,694,28,807,453,489
285,278,238,550,680,424,629,1891,194,2493,11,603,274,769,77,155,73,85,13,14,289,1422,500,275,38,122,28,857,129,1892,120,510,600,27205,497,78,637,37247,279,807,16869
286,278,238,550,1891,424,680,11,85,2493,603,629,274,769,77,155,13,289,73,947,28,194,1892,122,1422,500,857,38,567,279,14,120,510,129,429,16869,600,27205,37247,78,101
287,680,550,1891,11,694,278,603,77,13,629,238,14,274,500,85,2493,275,1892,807,73,769,105,424,38,194,857,600,1422,745,63,101,808,641,78,137,497,120,98,280,141
288,238,278,680,424,11,289,2493,274,550,1891,28,85,629,947,567,769,510,500,603,77,279,857,275,78,194,826,155,13,14,37247,122,1892,73,213,1422,120,103,600,38,578
289,278,155,603,550,13,27205,122,1891,1892,10681,629,11,121,238,120,424,1422,85,680,16869,673,38,12445,14160,105,77,73,857,129,769,497,118340,107,12,274,489,767,453,14,194
290,278,238,1891,603,550,85,11,424,155,629,680,2493,274,13,769,1892,77,73,857,1422,122,500,289,27205,120,38,16869,600,194,107,28,105,497,129,121,14,510,101,567,429
291,278,238,274,424,629,11,550,680,1891,2493,13,275,85,857,603,289,769,77,14,28,500,1892,78,807,862,120,510,197,155,567,280,73,600,279,194,122,38,5503,2118,103
292,278,238,680,11,1891,550,85,2493,603,274,629,424,769,28,289,1892,500,155,77,947,857,275,14,122,13,78,510,120,73,1422,194,279,280,600,567,121,105,197,497,37247
293,278,680,238,550,629,424,77,510,274,603,500,1891,769,73,11,155,289,194,2493,14,1422,16869,28,13,38,122,275,857,101,807,37247,27205,85,120,497,600,1892,78,279,63
294,278,550,238,424,603,680,629,13,274,1891,2493,155,857,11,77,122,27205,1422,73,769,38,194,500,637,197,85,510,497,289,14,1892,28,275,120,101,807,63,429,78,600
295,278,238,550,274,424,680,629,11,603,2493,1891,500,85,77,769,857,13,28,275,197,14,73,289,807,510,1892,155,122,194,78,600,567,5503,1422,497,280,101,38,63,120
296,278,238,550,680,1891,603,629,11,769,424,85,155,274,77,2493,1422,73,122,500,1892,13,857,194,16869,28,14,38,27205,510,600,120,289,429,129,101,107,567,497,807,78
297,680,278,238,603,85,550,1891,11,274,98,2493,857,77,13,500,694,629,1892,14,424,578,807,769,679,197,122,121,280,275,120,510,73,600,1422,348,497,78,745,28,155
298,278,550,238,424,680,603,629,13,274,38,77,73,1891,155,1422,194,857,769,2493,122,27205,497,510,11,1892,598,807,500,85,14,101,289,637,120,694,16869,129,28,63,600
299,278,424,550,238,680,13,1891,629,603,73,1422,77,194,2493,11,155,769,274,38,1892,122,85,107,510,857,14,129,16869,500,27205,120,600,279,497,453,121,101,289,12,489
300,278,11,238,85,603,1891,550,2493,424,274,275,13,680,629,857,197,1892,769,28,289,122,500,77,155,280,120,194,5503,510,14,73,78,63,121,679,600,105,567,1422,279
301,603,278,238,11,680,85,2493,1891,550,274,1892,857,77,629,424,13,122,500,78,769,280,155,28,679,14,600,105,27205,120,197,289,194,73,63,807,218,348,107,1422,497
302,278,238,11,2493,424,1891,85,603,550,274,680,629,857,13,769,289,77,155,1892,122,500,73,197,194,28,947,1422,78,120,510,567,280,27205,497,600,38,279,14,129,637
303,278,238,550,680,1891,603,424,629,769,11,2493,274,1422,77,155,73,500,85,13,122,1892,194,16869,38,289,857,28,27205,510,14,429,129,497,600,279,567,107,37247,120,694
304,278,603,550,13,155,1891,1892,77,12,680,424,38,629,27205,1422,11,238,122,14,14160,129,857,120,121,10681,73,453,85,274,194,16869,2493,808,769,497,105,585,862,640,489
305,278,238,550,680,424,1891,629,603,2493,274,11,769,77,73,155,85,1422,289,13,194,500,122,857,38,1892,28,14,510,567,16869,129,279,27205,37247,600,429,120,497,947,107
306,278,603,238,155,550,424,680,629,1891,2493,11,13,274,769,122,1892,1422,73,85,194,120,129,38,510,77,289,28,121,16869,14,27205,857,497,105,107,600,10681,12,275,279
307,278,238,680,550,424,629,289,603,274,1891,2493,11,85,77,122,155,510,28,14,500,13,769,567,120,857,1422,73,194,947,275,1892,121,429,27205,38,78,637,279,37247,101
308,278,238,567,85,1891,680,11,424,531,289,550,77,629,2493,532,947,274,13,603,275,1892,14,194,500,510,28,37247,120,78,530,279,857,769,155,153,122,808,121,1422,387
309,680,278,238,1891,550,603,77,11,629,274,14,500,769,85,275,424,13,694,2493,807,1892,857,510,28,194,73,38,78,120,279,1422,289,600,122,103,24,567,745,121,101
310,278,238,680,550,11,1891,424,2493,603,274,85,629,769,289,28,500,77,857,13,947,1892,155,122,78,567,14,600,194,73,275,510,1422,120,279,37247,497,38,27205,121,807
311,278,238,550,680,603,1891,274,85,11,2493,424,629,769,77,500,857,28,122,289,73,155,78,194,13,1422,14,1892,120,600,947,510,807,497,567,38,16869,27205,275,279,101
312,278,424,238,550,603,629,13,274,2493,1891,11,857,85,77,680,197,73,289,155,769,510,122,500,1892,28,194,38,14,497,78,1422,27205,600,280,120,63,275,5503,567,279
313,238,1891,289,680,274,85,11,37247,278,78,14,28,2493,424,567,510,629,13,857,769,1892,500,279,62,2118,550,603,426,275,348,103,137,77,947,429,280,213,642,826,120
314,278,603,680,550,238,274,629,77,13,122,1891,155,38,194,11,73,1892,1422,857,424,14,85,807,120,27205,101,24,769,121,129,2493,16869,500,63,600,78,694,453,105,107
