,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
151,550,807,680,238,73,500,769,38,14,103,274,275,77,600,510,603,629,424,598,24,857,694,745,1422,278,13,641,115,348,393,78,101,627,141,12163,1891,120,28,194,111
152,264644,334533,590,76203,587,194,1633,391713,38,69,207,141,641,773,152532,284293,85350,290,1018,77,19913,694,637,453,598,627,824,37247,322,115,153,314365,406,152601,10139,9428,162,120467,77338,1949
153,118340,24428,177572,14160,137106,27205,157336,293660,10191,767,19995,99861,207703,1726,49026,137113,150540,269149,76341,155,12444,17654,12445,54138,100402,49538,10681,140607,22,68718,330459,37799,11324,245891,263115,13475,674,284052,752,272
154,857,550,11,603,98,1891,679,1892,348,14,745,85,120,89,218,238,13,680,122,600,562,500,807,180,77,137,87,2501,105,601,329,121,861,808,18,197,22,280,278,272
155,793,269,567,37247,12761,2118,309,145,289,303,28,426,11216,279,239,238,103,492,500,334,2000,769,14,600,137,77,510,387,1786,153,11368,147,275,9366,194,629,62,78,9428,1541
156,550,424,603,105,680,857,1891,13,14,238,856,629,278,745,807,274,11,77,601,275,120,98,85,600,329,87,73,1892,500,489,348,694,510,218,137,38,497,808,562,769
157,863,10193,122906,19913,381284,808,12,862,585,137,9806,19995,22,58,1402,616,425,84892,36557,272,2501,45269,14160,2493,674,70,8358,672,640,89,13,118340,671,17654,161,594,673,165,122,1726
158,627,637,807,14,103,550,424,275,629,680,745,857,24,38,603,73,600,27205,1422,122,238,278,146,769,11,115,13,155,492,1892,180,107,63,77,194,489,641,197,141,500
159,531,532,530,9277,85,1892,1669,2118,74643,78,196,28,180,89,871,18,2502,137,37247,10144,194,429,391,120,641,165,585,840,105,862,2493,500,863,11,77,489,162,600,627,115
160,275,278,13,424,687,524,629,274,680,197,329,568,807,581,862,5503,4584,63,280,603,11,857,1892,769,550,238,1891,137,14,745,500,114,348,489,601,8587,105,497,77,101
161,2649,4232,597,745,218,857,14,348,1891,180,500,87,603,77,18,881,578,1892,782,497,807,550,329,489,117,808,24,120,238,601,861,280,562,1669,11,115,680,101,694,78
162,218,280,85,679,1891,562,603,348,197,106,98,89,1892,601,11,329,857,87,105,680,600,13,745,429,78,1669,238,14,807,578,500,180,550,137,120,941,769,62,275,63
163,121,161,85,2493,603,1891,120,2501,640,122,22,180,11,87,89,272,585,550,98,745,808,9806,218,1892,13,105,77,2502,137,1895,857,146,393,12,18,348,14,680,453,115
164,272,2501,38,36557,752,393,9806,187,77,22,24,161,2502,12,121,585,1422,550,122,155,808,1892,180,129,58,120,11,671,862,194,1891,2503,1895,603,640,79,107,1726,141,674
165,120,22,272,122,673,671,121,2501,585,672,808,752,161,531,107,58,9806,18,12,38,2502,1726,11299,425,155,77,532,674,10681,14160,180,453,640,393,19995,79,2062,1422,616,187
166,769,500,28,275,429,37247,600,2118,14,213,238,426,103,289,510,62,279,348,78,680,629,115,567,492,938,694,550,1891,11,745,627,184,603,857,792,539,11216,598,807,117
167,808,12,585,640,120,671,22,121,161,603,122,13,672,857,453,863,862,77,9806,2501,550,8358,180,433,497,674,272,1891,745,137,98,812,425,38,165,10144,489,153,8587,11
168,278,13,274,581,329,568,5503,197,680,8587,629,807,280,812,424,10020,862,603,11,1891,114,771,857,275,1892,550,628,745,137,14,63,808,489,238,85,120,105,601,2501,89
169,500,348,275,28,807,238,78,1892,680,769,274,63,1891,600,89,603,278,510,629,11,550,429,14,85,77,62,857,562,115,862,13,329,218,679,280,745,235,101,105,694
170,745,1892,1891,603,424,274,105,11,857,98,13,550,14,807,348,238,680,393,218,329,280,85,120,180,278,275,600,89,137,629,562,121,77,601,122,500,808,2501,489,272
171,424,568,4584,114,329,197,812,10020,13,5503,581,274,8587,628,280,278,862,629,857,63,601,1892,807,680,603,771,137,275,1891,11,489,348,238,713,105,433,87,10144,597,9479
172,329,5503,568,628,581,280,812,197,8587,114,13,10020,274,680,862,771,278,807,63,1891,1892,11,218,629,87,424,348,9479,105,603,601,137,857,89,562,275,18,85,745,861
173,10647,222935,19913,5123,853,3131,210577,11544,824,3580,140823,11036,594,675,31056,74308,83389,126319,198375,265177,284293,1359,64682,1949,350,674,863,49538,1904,207703,153,10637,84892,10867,293660,164,266856,58,2977,672
174,274,807,278,197,680,13,568,329,581,280,629,5503,603,424,857,275,550,1891,11,862,63,14,8587,238,745,101,1892,812,500,628,769,85,73,89,122,77,348,120,137,218
175,12445,5123,152532,222935,10229,114150,45269,74643,68734,3580,87827,10191,109424,190859,82702,140823,49026,767,210577,106646,27205,804,45317,205596,64682,350,11036,9833,59436,10193,284293,118340,137113,4347,675,14836,44264,37799,19913,12444
176,550,14,603,857,77,38,278,680,194,807,13,629,510,598,500,120,122,745,238,752,73,24,121,274,275,1891,11,769,115,393,1422,600,489,98,2501,424,272,155,1892,27205
177,197,280,278,329,680,13,274,5503,807,568,581,629,63,603,862,275,1891,11,8587,857,424,628,1892,218,812,348,550,745,101,10020,14,238,89,562,137,85,769,105,500,600
178,11,1891,550,120,85,603,769,2493,1892,14,89,857,121,122,745,238,680,500,218,275,348,105,600,87,272,77,98,78,137,13,629,278,807,2501,155,274,22,562,115,679
179,329,13,5503,114,10020,8587,280,581,812,568,197,278,274,862,771,680,807,1892,1891,628,11,424,105,629,603,218,137,808,601,63,857,745,562,14,85,87,101,348,98,275
180,110,16,10867,140,11216,290,922,311,12477,406,149,108,175,638,334,109,76,11368,426,627,1018,345,5910,37247,500,3082,598,164,892,13403,492,4107,1541,872,11101,128,641,71,192,694
181,1669,679,578,117,1891,348,197,218,562,600,871,603,329,1892,11,280,85,106,62,857,238,78,861,89,500,745,680,792,941,105,429,769,5503,2493,87,601,137,275,642,1368
182,329865,137106,284052,284053,49026,207703,157336,271110,299536,76341,263115,137113,37799,27205,106646,177572,120467,339403,245891,118340,206487,273248,314365,283995,119450,68718,150540,19995,152601,83666,419430,318846,61791,286217,1726,11324,269149,324786,330459,281957
183,453,641,2501,141,121,872,640,180,10144,808,77,161,272,550,24,13,393,38,603,752,14,671,120,812,585,22,9806,1422,187,137,824,497,115,196,10020,12,129,73,2502,98
184,1891,85,329,137,10020,433,280,856,812,274,11,2493,1892,87,871,348,679,105,89,120,578,862,686,218,8587,78,14,861,13,5503,745,1669,680,62,18,235,238,562,665,629
185,7500,10494,4689,4291,5910,2440,11953,11423,10515,11621,81,12496,335,10775,391,793,923,16,4550,613,4935,670,1018,129,429,11906,553,103,8392,149,290,219,153,641,766,16859,938,10098,694,78
186,433,872,756,13,567,10144,601,137,239,105,289,642,1891,329,863,808,14,238,62,11,28,85,578,1892,862,2493,745,334,856,10020,196,857,279,37247,207,235,600,78,769,115
187,155,122,121,120,550,27205,14160,272,22,603,98,1422,2503,13,745,1726,77,2501,19995,1891,10681,752,278,161,36557,640,11,808,180,9806,857,424,24,2502,680,49026,393,585,12,14
188,12445,12444,672,194,38,767,673,598,674,153,550,129,671,77,675,393,24,752,121,424,9806,120,122,272,155,22,27205,640,13,510,278,19995,141,322,1417,238,1422,115,489,58
189,108,109,110,275,101,629,63,687,524,500,769,680,4584,14,807,28,278,862,550,348,627,77,76,694,274,334,11,426,311,603,238,539,424,137,13,62,857,745,289,279
190,568,13,581,329,680,197,278,274,280,5503,807,812,8587,629,424,862,114,603,10020,1891,11,628,63,857,1892,105,550,745,14,275,489,771,137,218,601,808,348,85,238,122
191,213,510,129,62,598,11,1891,627,603,238,582,550,78,24,38,122,567,275,500,77,857,120,348,393,28,115,424,121,745,194,680,600,14,9806,2118,1892,769,629,429,37247
192,616,792,782,600,117,78,218,1891,603,180,500,348,769,857,562,87,18,1892,679,11,745,28,196,1669,187,14,9366,121,120,98,165,272,106,861,62,9693,115,329,2501,550
193,275,769,278,500,105,629,1891,85,89,1892,274,562,807,11,680,63,13,238,792,33,14,550,348,73,9366,603,745,524,329,2493,510,424,627,280,600,117,87,272,218,568
194,603,568,8587,562,348,13,1726,329,1891,1892,11,280,197,680,5503,314365,550,218,278,857,807,98,14160,155,2501,89,121,22,862,120,77,27205,679,122,272,180,808,9806,274,745
195,78,603,280,680,101,218,1891,329,197,807,14,11,510,348,278,62,550,857,1892,120,13,745,600,85,679,18,87,562,24,77,89,274,121,63,180,275,115,28,105,98
196,11216,289,629,278,76,207,1902,1883,826,637,11,1813,13,550,500,14,238,489,603,497,687,2118,426,105,782,857,769,666,627,274,196,424,453,137,2493,279,275,680,180,907
197,387,947,289,826,2118,275,769,14,238,578,665,62,348,500,567,85,213,28,1669,629,424,11,600,9277,78,745,322,857,423,274,4147,1891,871,334,510,429,603,426,562,679
198,11,550,155,1891,36557,278,122,603,121,38,680,22,120,187,161,13,2501,9806,272,77,58,640,752,1726,2503,27205,24,393,2493,98,1892,857,807,671,85,1422,629,186,489,453
199,1891,11,1892,105,329,218,601,745,13,87,603,14,85,2493,280,597,857,686,137,165,89,808,114,562,348,18,120,862,180,578,274,861,856,1669,680,98,78,22,238,550
200,85,62,78,429,500,1891,348,947,600,550,289,769,679,28,33,2493,137,603,235,792,89,11,492,238,275,1669,629,218,14,578,9277,694,562,280,745,10386,857,105,680,101
201,2501,122,2502,121,98,680,2503,120,197,22,581,272,13,278,808,585,180,329,550,807,161,1891,9806,77,11,8358,745,489,89,155,603,616,280,24,107,14,85,49051,393,1892
202,550,807,73,141,77,641,24,680,500,600,752,603,1422,14,1124,16869,101,393,115,272,38,27205,13,629,274,155,769,98,857,640,627,180,187,120,278,2501,745,107,694,111
203,671,24,674,122,12445,673,672,45269,22,9806,11,121,272,155,12444,675,19995,27205,120,13,808,1726,14160,393,16869,752,58,2501,603,640,585,10681,38,767,12,115,77,550,129,1891
204,275,862,687,63,11,278,680,274,329,1892,629,769,1891,348,807,238,280,13,137,424,5503,2493,745,568,197,500,857,105,89,524,694,601,115,28,14,627,235,562,103,578
205,14,73,377,550,500,769,603,600,745,641,218,807,680,77,24,694,348,857,101,187,492,98,1359,87,38,13,120,115,1892,11,196,141,497,180,629,322,1891,393,28,165
206,603,857,745,1891,1892,11,197,861,218,348,550,14,562,13,180,120,85,98,601,280,329,238,600,278,137,679,18,680,122,500,807,105,275,89,87,2501,808,274,782,1669
207,120,121,603,122,278,272,550,27205,1891,77,85,89,13,22,155,107,680,98,11,2501,857,14,1422,238,1892,629,393,180,807,752,745,808,274,24,38,161,10681,73,600,115
208,118340,82702,19995,24428,10191,330459,137113,1726,49538,10681,12445,127585,1895,54138,13475,284053,22,58,284054,17654,2062,674,76341,672,767,14160,150540,8681,671,259316,284052,1892,81188,271110,165,137106,101299,140607,155,263115
209,603,550,11,489,1891,278,98,857,85,77,120,238,122,155,121,14,1892,629,107,2501,27205,13,680,272,745,137,73,161,22,500,1726,600,807,89,393,36557,769,1422,274,24428
210,399174,369557,339403,324786,359940,83666,51739,10315,273248,259316,244786,284052,207703,245891,146233,263115,68718,330459,84892,194662,284053,120467,94329,137106,99861,76341,68734,75656,286217,157336,44214,284054,670,206487,65754,137113,37799,329865,293660,277834
211,122,2501,808,155,120,22,280,272,603,89,121,1891,180,562,12,13,1892,11,77,36557,98,550,9806,17654,238,862,10193,2502,745,1422,752,585,680,597,857,807,218,105,640,24
212,4584,687,114,275,433,274,862,1645,5503,872,770,424,713,13,207,63,704,568,581,524,11216,197,162,279,108,289,62,1633,216,239,628,79,10020,680,587,76,109,329,2118,1541
213,279,289,11216,629,637,207,489,28,1891,550,278,11,194,14,37247,745,85,77,238,603,13,275,120,2493,769,14283,510,1422,857,122,22,137,492,680,600,12405,105,2501,36557,500
214,2118,14,642,303,85,704,433,137,10020,10144,1669,1891,28,426,769,238,11,11216,213,289,812,329,492,500,239,13,78,856,146,1892,603,87,567,37247,348,62,629,845,745,578
215,11,1891,1892,85,89,87,863,1669,562,857,105,603,862,745,2493,9277,137,941,22,18,601,808,218,329,120,861,5503,121,122,782,2501,489,531,275,98,161,117,78,856,348
216,4995,826,426,85,792,947,28,1891,769,213,2493,1892,62,2118,14,600,33,334,11,348,238,275,78,279,87,137,603,665,289,782,857,840,1669,500,235,629,37247,105,627,745
217,603,278,77,629,155,14,550,27205,11,1726,272,1892,17654,1891,274,752,680,107,2501,562,857,238,1422,24428,38,36557,98,13,85,120,16869,89,5503,122,24,10681,101,2503,492,12405
218,278,13,329,862,12,89,808,812,22,155,8587,11,568,122,1891,597,120,85,1892,680,603,121,562,9806,745,161,238,280,105,629,10020,671,863,27205,857,275,137,272,672,274
219,103,275,694,426,14,2118,28,78,769,600,510,213,238,680,279,539,550,629,792,235,500,679,37247,391,567,62,348,9366,492,274,429,334,194,2493,745,153,1018,115,289,598
220,16869,27205,49026,1422,68718,37799,11324,45317,13223,155,12163,640,68734,752,44264,19995,24,161,550,453,17654,272,1124,393,115,603,12405,3131,98,4982,77,73,120,121,36557,10681,22,106646,122,388
221,155,272,9806,22,122,671,585,121,1417,194,120,745,187,1422,808,752,12,2501,550,38,24,77,27205,14160,10681,36557,1726,603,161,278,674,640,58,673,393,19995,1895,129,2502,862
222,137,2493,13,105,235,597,601,1891,85,745,238,87,11,329,603,278,550,857,218,14,89,680,489,808,862,578,769,115,562,274,807,275,694,280,348,161,22,196,600,120
223,578,235,1891,348,2493,1892,218,11,941,89,4232,85,87,601,105,137,165,679,562,745,329,856,603,694,861,857,78,871,1669,275,280,600,18,238,14,680,9479,115,812,196
224,1422,600,550,111,807,4982,272,115,603,24,500,16869,73,161,11,393,1891,598,769,275,141,98,773,100,14,322,640,155,1359,752,27205,855,524,680,641,1124,49026,22,187,36557
225,550,13,24,603,680,9693,17654,1422,77,752,272,2501,38,12405,155,278,773,1726,807,22,115,640,141,180,587,393,27205,1124,36557,98,187,121,2503,2502,19995,238,274,497,161,150540
226,603,11,1891,629,278,1892,857,85,550,78,680,13,14,238,745,120,218,122,121,348,10681,274,275,329,562,807,600,77,280,137,89,105,2493,500,769,2501,155,197,180,98
227,278,680,862,568,280,13,274,197,329,807,629,424,603,1891,5503,275,11,8587,550,1892,238,63,857,745,812,14,581,218,348,89,105,120,10020,489,137,808,85,769,77,562
228,58,22,425,18,12,8358,121,808,161,2062,19995,98,180,2502,120,673,1895,87,122,672,771,272,585,9806,1726,671,2501,597,497,674,155,603,2503,640,89,675,1422,10681,1891,857
229,679,280,603,218,1891,348,11,1892,85,89,14,329,562,238,155,680,78,106,857,861,197,274,1669,769,600,18,807,500,87,13,745,550,105,629,137,2493,98,180,275,120
230,27205,550,603,680,278,73,155,641,807,98,13223,497,238,11324,14,16869,77,1422,274,24,857,424,629,500,13,197,1124,101,745,65754,122,68718,453,769,600,49026,1891,218,120,38
231,38,603,278,550,641,629,14,857,745,77,424,13,120,1422,637,194,73,680,121,274,238,122,587,275,180,393,627,453,12,807,155,2501,1891,600,79,640,1417,497,24,27205
232,1891,1892,11,603,329,862,863,808,856,8587,10144,13,348,601,105,562,85,585,857,137,14,218,120,812,12,238,280,98,77,2501,121,165,671,433,745,1895,22,18,2493,63
233,13,329,8587,568,10020,424,680,197,278,5503,812,280,581,274,114,862,807,629,63,603,1891,1892,11,857,275,628,808,550,105,745,601,137,14,218,238,348,562,85,101,489
234,9552,578,14,745,794,348,694,1891,218,500,679,28,871,4232,857,11,62,1892,600,601,769,941,137,680,235,238,89,1368,115,105,85,329,117,275,539,426,550,1669,571,603
235,63,278,510,38,752,77,550,14,2649,24,603,680,13,807,1422,155,115,275,120,1892,11,2501,745,1891,272,500,393,2502,857,180,101,808,238,22,329,73,862,161,629,122
236,242,984,1018,238,1813,78,33,510,117,2118,1669,769,600,28,274,782,62,115,500,792,11,137,14,871,275,680,1891,111,694,24,578,322,665,603,348,107,9366,857,87,391
237,769,1891,11,603,600,500,107,14,1892,122,680,73,100,857,120,629,121,117,238,550,28,63,89,275,85,111,2501,348,180,98,78,218,524,807,186,627,2502,115,272,562
238,13,197,329,862,628,568,581,812,8587,280,5503,278,10020,274,9479,63,807,114,1892,1891,680,11,137,603,629,771,857,105,808,424,348,218,745,601,2493,87,89,275,863,12
239,553,80,132344,1913,16,76,140,194662,219,152601,273895,242582,77338,16869,598,773,38,637,68718,680,510,265195,550,670,603,24,752,613,807,238,12163,629,194,1124,7294,5528,99,77,141,12405
240,807,680,274,63,278,628,629,275,13,197,103,550,280,329,603,769,5503,101,500,424,14,1891,238,11,77,348,600,745,581,8587,862,568,857,73,1892,694,627,524,24,218
241,280,687,329,10020,771,5503,8587,568,197,862,581,680,13,812,114,274,1891,275,218,278,63,11,807,348,601,424,1892,105,9479,87,89,745,629,808,18,578,4232,628,603,2493
242,197,857,1891,603,105,679,329,13,280,680,2493,5503,218,89,98,348,85,1892,11,562,1669,550,745,274,807,278,120,862,14,18,137,629,78,2501,161,275,792,568,238,601
243,863,531,532,530,10144,808,862,585,1892,137,105,22,433,165,601,196,85,9277,671,89,871,329,180,18,616,861,162,87,2501,11,9340,1891,840,1669,10386,489,856,873,12,120
244,120,122,8392,121,11621,15384,129,10681,752,18329,77,36557,27205,10515,1726,12,4935,79,393,16804,12429,9470,58,14160,38,1892,11,8321,146,16869,272,24428,603,16859,19995,1891,17431,585,187,22
245,278,629,550,680,13,857,274,275,807,745,862,85,500,1891,694,603,11,769,2493,120,329,14,238,122,197,489,4553,89,27205,424,12444,141,155,105,510,115,272,348,77,1892
246,9806,22,10681,425,58,603,87,1891,11,75656,161,671,674,121,2501,85,19995,12,808,640,165,1726,393,1892,272,122,89,293660,14160,752,1895,36557,187,120,105,180,24,672,218,585
247,242582,146233,329865,157336,271110,152601,120467,64690,83666,76341,273248,263115,244786,281957,119450,94329,318846,68718,228150,11324,137106,210577,137113,264660,152532,330459,150540,245891,284052,395834,49026,286217,383498,284053,27205,68734,339403,16869,381288,299536
248,207,462,756,1541,278,601,808,585,13,489,137,873,10144,550,161,603,433,12,105,77,162,14,329,87,289,492,235,680,2501,1891,862,497,671,180,165,120,115,11,334,279
249,680,807,274,550,275,500,857,278,424,629,603,14,238,28,13,769,101,1891,745,11,600,2493,489,348,85,1892,235,329,137,77,280,197,103,115,694,218,89,78,73,63
250,12,2062,10193,9806,329865,45269,862,313297,19995,137106,22,10681,118340,808,150540,58,585,155,14160,1726,269149,17654,27205,14836,272,36557,122,76341,752,674,24428,2501,640,49026,121,330459,140607,129,49538,381284
251,194,1633,637,1417,81,279,99,275,598,10997,2009,922,14,550,38,77,28,694,4935,129,16804,10515,334,680,322,153,641,8392,13403,603,745,773,116,393,600,629,24,348,500,5528
252,550,603,77,13,680,745,24,1422,278,807,14,857,694,120,73,808,38,641,752,393,98,272,122,9806,629,12,2501,27205,121,155,500,107,141,22,115,1891,101,274,161,194
253,10674,100,812,10020,9340,8587,863,329,425,1891,1895,10386,1892,603,162,1422,857,2501,10144,161,13,137,272,808,87,98,22,2666,629,862,756,500,36557,155,782,11,63,85,14,180
254,453,640,603,161,808,278,105,13,38,12,550,22,19995,1891,425,10681,165,120,27205,16869,121,9806,2501,122,180,1422,1892,857,680,155,77,11,497,745,98,14160,101,8358,585,73
255,180,524,121,640,120,603,122,272,2501,161,9806,22,77,1892,196,393,807,453,98,2502,4147,808,616,550,18,1422,24,425,13,745,11,585,3131,141,1895,1891,1124,629,165,641
256,640,497,550,453,587,745,278,38,13,2493,10681,1422,603,14,12,161,857,489,180,77,641,680,73,22,808,120,194,1891,121,9806,115,8358,585,137,424,862,129,98,11,2501
257,153,808,686,38,161,63,9806,12,180,77,393,585,129,2501,22,165,24,18,603,120,453,671,1895,640,115,121,1892,79,752,2502,550,14,16,272,1891,745,863,218,11,1422
258,500,275,629,680,627,769,550,807,77,103,238,141,14,24,492,603,600,28,348,274,857,115,63,694,11,38,393,1891,73,745,129,426,641,278,1892,13,85,489,101,562
259,13,38,14,141,550,680,640,641,603,77,155,500,278,1422,24,161,73,807,1892,120,393,180,2501,272,121,600,1891,27205,629,745,11,122,769,752,22,857,115,98,101,453
260,275,11,629,680,278,1891,1892,769,603,807,500,14,274,550,238,13,63,857,329,862,85,2493,137,424,28,348,197,745,280,600,101,89,103,105,78,694,562,5503,218,115
261,531,532,77,278,530,38,120,489,13,194,122,424,585,603,121,12,637,808,1892,745,550,857,22,862,14,85,2118,153,11,629,180,2501,9806,272,597,289,275,1891,238,274
262,671,433,453,672,121,640,10020,673,862,808,22,585,9806,12,120,674,826,161,8587,1891,122,10144,424,13,812,2501,1892,87,568,489,11,863,105,272,180,165,278,137,196,601
263,1891,85,11,603,1892,218,105,857,89,562,274,329,2493,87,78,18,280,120,238,13,861,137,745,601,807,550,871,600,1669,782,680,98,275,235,679,278,122,862,5503,348
264,33,9366,600,117,792,500,28,78,769,1669,62,115,550,603,1891,679,861,680,111,85,345,629,857,275,14,238,524,348,429,807,11,100,197,562,107,319,218,694,627,101
265,1891,603,1892,280,11,105,98,348,679,218,329,85,274,857,89,13,14,146,680,107,745,562,120,807,197,180,601,18,550,600,137,87,568,861,238,808,121,78,275,77
266,28,769,8416,629,429,14,4995,500,275,103,1891,2118,745,550,426,62,600,238,680,9366,704,37247,289,279,78,807,694,524,348,627,115,510,603,77,100,274,63,322,24,73
267,862,63,627,275,1892,329,807,11,680,629,137,13,1891,77,197,348,603,278,745,115,769,280,274,105,14,272,2493,500,89,562,808,180,8587,863,238,568,857,550,218,18
268,687,862,275,4584,63,278,680,274,11,329,1892,13,568,424,629,5503,137,348,280,197,1891,524,769,857,238,105,745,807,581,2493,601,10020,8587,489,578,9479,500,89,14,808
269,348,679,63,1891,769,603,1892,500,4982,600,218,11,275,78,9008,280,861,62,14,562,550,89,115,77,680,73,98,238,180,601,28,18,807,137,782,329,117,694,85,629
270,318846,497,2062,278,752,68718,603,157336,27205,24428,155,13475,19995,16869,550,115,272,13,17654,150540,293660,10681,118340,207703,22,14160,49026,11324,2501,1726,393,9806,77,1422,1892,76341,12,121,24,857
271,280,274,680,862,329,10020,5503,13,197,629,424,278,807,103,8587,1891,812,568,603,713,275,11,114,63,238,1892,218,14,348,857,745,581,101,550,137,628,769,105,601,694
272,550,11324,27205,16869,24,680,807,101,73,629,141,14,500,274,13,155,641,278,393,1422,77,38,603,49026,769,600,6977,598,13223,1359,68718,627,197,187,694,111,4553,752,424,280
273,238,625,769,680,275,550,28,274,213,37247,78,567,510,500,629,63,492,531,603,600,77,2493,627,807,642,85,235,637,424,14,278,845,289,103,1892,745,137,840,1669,2118
274,329,1891,1892,11,13,105,568,280,8587,603,218,862,85,89,680,197,278,5503,274,857,562,87,601,812,348,137,808,807,745,14,2493,18,629,63,165,275,238,180,120,98
275,862,11,1891,1892,329,603,137,105,89,857,85,2493,278,275,13,585,348,808,218,745,562,280,863,238,87,122,14,63,601,22,680,120,272,2501,9806,807,274,197,629,568
276,629,424,278,680,13,274,603,857,238,197,807,550,329,11005,275,1891,8741,11,600,745,14,5503,137,280,500,1892,85,769,568,73,489,792,497,289,348,601,63,2493,77,581
277,679,146233,348,78,106,157336,264660,218,85,603,1091,49026,62,680,600,120,1892,89,1891,120467,245891,1368,194662,550,857,207703,68718,500,242582,11,807,1949,273248,11324,121,27205,1124,137113,111,694
278,1422,155,640,161,12,12405,27205,808,22,550,19995,769,1372,745,9806,24,13,83666,10637,36557,272,10681,2501,674,752,671,120,38,37799,122,59436,629,77,603,862,672,278,585,17654,393
279,773,73,673,14,550,22,9806,38,2501,1422,77,161,674,272,141,12,671,808,752,393,162,122,24,1417,640,120,194,121,603,585,489,155,13,675,672,1895,58,641,680,807
280,238,550,500,603,105,14,769,629,640,137,73,453,745,1891,9806,680,1422,11,13,180,862,807,155,272,89,1892,424,196,275,489,121,218,87,348,77,278,120,115,857,585
281,278,197,568,489,680,13,274,329,807,275,629,603,280,857,581,5503,424,550,1891,11,862,745,238,14,2501,1892,122,812,63,137,769,8587,85,500,73,98,497,105,348,218
282,329,280,197,812,5503,10020,581,680,8587,13,1891,274,218,278,807,862,568,114,11,1892,603,628,63,629,857,348,424,771,85,562,89,101,275,137,87,679,14,745,105,18
283,103,426,238,37247,539,567,680,769,28,275,500,14,745,694,600,348,489,2118,550,78,510,213,857,274,62,289,1891,11,629,279,137,642,603,9552,115,429,235,571,601,562
284,550,393,38,24,680,77,73,107,122,603,13,194,752,9806,278,155,121,272,120,27205,694,1018,500,745,141,1422,598,807,641,197,629,14,2501,101,16869,22,857,453,115,769
285,194,590,9428,129,334,550,275,492,14,28,77,598,629,600,115,120,500,424,694,38,103,641,4935,510,637,37247,78,9366,2493,603,680,128,141,567,238,393,18,24,857,85
286,85,680,274,1891,122,539,62,120,275,155,13,11,121,105,278,78,9806,28,289,272,8321,510,5924,550,38,429,19995,1892,629,238,14160,63,27205,585,77,578,393,1895,862,769
287,694,196,165,87,348,105,550,500,115,745,600,14,1891,73,137,162,769,393,603,641,180,77,11,218,107,9806,578,13,680,601,98,275,24,808,89,807,9552,141,18,2493
288,426,567,213,289,238,947,826,28,1891,279,85,62,642,239,11,510,578,601,223,387,103,348,275,1892,105,2118,37247,857,769,424,235,625,1669,78,680,14,500,9277,745,137
289,675,767,674,673,672,12445,19995,10681,155,671,22,58,14160,1726,12444,1895,425,9806,640,293660,121,27205,272,161,12,12405,2062,122917,752,122,10191,76341,1422,808,118340,24428,36557,165,1372,2501
290,1726,2503,2502,673,22,863,118340,1895,808,58,671,2501,425,585,674,1891,11,105,165,101299,54138,1892,121,767,87,9806,672,36557,89,771,24428,122,10681,12,49538,161,601,271110,330459,120
291,274,4995,275,2118,769,629,14,1892,862,680,807,238,278,603,13,1891,329,11,63,500,28,857,745,600,137,280,348,2493,550,5503,627,424,85,103,77,562,792,197,62,539
292,11,1891,947,115,85,275,1892,2493,348,117,603,238,239,500,218,62,78,680,600,745,694,629,235,857,941,28,679,89,105,578,769,429,137,562,289,550,14,1669,792,567
293,680,550,629,77,278,500,807,16869,24,510,393,238,598,194,38,769,13,14,603,115,641,274,73,275,1422,27205,101,111,600,627,752,155,2501,6977,120,694,424,121,745,582
294,278,629,13,550,680,603,197,27205,424,857,274,807,77,14,637,745,275,101,122,429,769,38,238,120,1891,11,329,600,24,280,194,500,627,1417,1892,155,1422,489,393,121
295,500,115,275,807,274,769,101,680,629,600,2118,28,550,14,603,5503,278,238,13,77,11,63,857,348,24,280,73,627,1891,1892,641,745,197,141,393,694,78,1422,329,85
296,85,28,78,1891,11,861,218,62,238,679,600,348,89,280,603,871,857,274,1669,680,769,2493,1892,941,629,105,642,14,275,562,87,106,578,807,500,197,103,947,745,792
297,98,694,578,9552,348,1891,745,679,14,603,550,218,500,85,857,600,105,601,1892,238,680,89,137,11,115,120,941,769,13,562,329,180,807,62,497,87,106,77,4232,235
298,598,38,550,210577,1417,27205,44214,77,153,194,603,157336,155,24,13,641,1422,16869,141,752,807,393,680,272,122,120,85350,129,14,278,1124,121,68718,424,120467,194662,857,22,640,244786
299,6977,1124,24,38,1422,640,77,70,161,393,9806,194,550,12,22,2501,73,141,773,598,272,453,675,641,671,155,107,121,672,16869,162,808,752,7345,98,585,14160,510,153,27205
300,11,275,85,1891,1892,280,5503,197,329,603,274,857,680,218,348,13,89,862,629,278,2493,137,238,105,4584,807,14,87,769,562,745,63,500,424,568,601,550,78,679,687
301,218,679,348,106,1892,280,603,1891,601,11,861,89,85,562,329,857,18,745,105,78,87,1669,180,941,197,871,578,14,98,856,600,63,238,5503,137,165,13,62,680,120
302,1891,218,85,11,1892,280,197,329,603,857,601,2493,89,680,861,5503,87,348,105,562,686,78,679,13,1669,581,238,862,600,137,18,274,807,424,597,568,278,10020,578,812
303,73,629,680,274,603,769,500,14,238,600,550,28,424,745,103,11,278,429,1891,807,694,13,598,641,627,275,1422,24,6977,98,393,857,120,13223,107,637,640,70,115,121
